period,entity,invoice_id,vendor_name,invoice_date,due_date,amount_local,amount_usd,currency,status,description,bill_date,vendor,amount
2025-08,ENT101,AP050158,SAP Corporation,2025-08-27,2025-09-26,5243.7,5663.2,EUR,Disputed,SAP - Professional Services,2025-08-27,SAP Corporation,5663.2
2025-08,ENT101,AP050159,Cisco Corporation,2025-08-28,2025-09-27,19116.56,20645.89,EUR,Disputed,Cisco - Professional Services,2025-08-28,Cisco Corporation,20645.89
2025-08,ENT101,AP050160,Adobe Corporation,2025-08-11,2025-09-10,57432.15,62026.73,EUR,Disputed,Adobe - Professional Services,2025-08-11,Adobe Corporation,62026.73
2025-08,ENT101,AP050161,Cisco Corporation,2025-08-03,2025-09-29,35568.85,25000,EUR,Outstanding,Cisco - Professional Services,2025-08-03,Cisco Corporation,25000
2025-08,ENT102,AP050162,Oracle Corporation,2025-08-19,2025-09-18,41382.23,52555.43,GBP,Paid,Oracle - Professional Services,2025-08-19,Oracle Corporation,52555.43
2025-08,ENT100,AP050163,Adobe Corporation,2025-08-24,2025-09-23,49932.74,50000,USD,Paid,Adobe - Professional Services,2025-08-24,Adobe Corporation,50000
2025-08,ENT101,AP050164,Amazon Corporation,2025-08-16,2025-09-15,96658.32,104390.99,EUR,Outstanding,Amazon - Professional Services,2025-08-16,Amazon Corporation,104390.99
2025-08,ENT102,AP050165,Adobe Corporation,2025-08-28,2025-09-27,14534.64,10000,GBP,Paid,Adobe - Professional Services,2025-08-28,Adobe Corporation,10000
2025-08,ENT100,AP050166,Cisco Corporation,2025-08-01,2025-08-31,73632.16,73632.16,USD,Paid,Cisco - Professional Services,2025-08-01,Cisco Corporation,73632.16
2025-08,ENT102,AP050167,Amazon Corporation,2025-08-03,2025-09-02,49601.61,62994.04,GBP,Paid,Amazon - Professional Services,2025-08-03,Amazon Corporation,62994.04
2025-08,ENT101,AP050168,IBM Corporation,2025-08-21,2025-09-20,12629.96,13640.35,EUR,Paid,IBM - Professional Services,2025-08-21,IBM Corporation,13640.35
2025-08,ENT102,AP050169,IBM Corporation,2025-08-31,2025-09-30,35082.81,44555.17,GBP,Disputed,IBM - Professional Services,2025-08-31,IBM Corporation,44555.17
2025-08,ENT101,AP050170,Microsoft Corporation,2025-08-20,2025-09-19,11499.97,12419.97,EUR,Disputed,Microsoft - Professional Services,2025-08-20,Microsoft Corporation,12419.97
2025-08,ENT102,AP050171,SAP Corporation,2025-08-08,2025-09-07,75942.8,96447.36,GBP,Paid,SAP - Professional Services,2025-08-08,SAP Corporation,96447.36
2025-08,ENT100,AP050172,Google Corporation,2025-08-15,2025-09-14,20804.65,20804.65,USD,Paid,Google - Professional Services,2025-08-15,Google Corporation,20800.0
2025-08,ENT100,AP050173,Microsoft Corporation,2025-08-11,2025-09-10,80633.63,80633.63,USD,Paid,Microsoft - Professional Services,2025-08-11,Microsoft Corporation,80633.63
2025-08,ENT101,AP050174,Adobe Corporation,2025-08-14,2025-09-13,18829.13,20335.46,EUR,Disputed,Adobe - Professional Services,2025-08-14,Adobe Corporation,20300.0
2025-08,ENT101,AP050175,Amazon Corporation,2025-08-06,2025-09-05,21631.59,23362.12,EUR,Disputed,Amazon - Professional Services,2025-08-06,Amazon Corporation,23362.12
2025-08,ENT101,AP050176,Oracle Corporation,2025-08-16,2025-09-15,91718.76,99056.26,EUR,Outstanding,Oracle - Professional Services,2025-08-16,Oracle Corporation,99100.0
2025-08,ENT100,AP050177,Cisco Corporation,2025-08-21,2025-09-20,29127.85,29127.85,USD,Paid,Cisco - Professional Services,2025-08-21,Cisco Corporation,29127.85
2025-08,ENT102,AP050178,Microsoft Corporation,2025-08-29,2025-09-28,81440.14,103428.98,GBP,Paid,Microsoft - Professional Services,2025-08-29,Microsoft Corporation,103428.98
2025-08,ENT102,AP050179,Amazon Corporation,2025-08-03,2025-09-02,46964.33,59644.7,GBP,Paid,Amazon - Professional Services,2025-08-03,Amazon Corporation,59644.7
2025-08,ENT102,AP050180,SAP Corporation,2025-08-21,2025-09-20,96392.76,122418.81,GBP,Disputed,SAP - Professional Services,2025-08-21,SAP Corporation,122418.81
2025-08,ENT101,AP050181,Cisco Corporation,2025-08-28,2025-09-27,33701.56,36397.68,EUR,Paid,Cisco - Professional Services,2025-08-28,Cisco Corporation,36397.68
2025-08,ENT101,AP050182,Google Corporation,2025-08-08,2025-09-07,41229.61,10000,EUR,Paid,Google - Professional Services,2025-08-08,Google Corporation,10000
2025-08,ENT102,AP050183,SAP Corporation,2025-08-23,2025-09-22,33046.92,41969.59,GBP,Disputed,SAP - Professional Services,2025-08-23,SAP Corporation,42000.0
2025-08,ENT101,AP050184,SAP Corporation,2025-08-01,2025-08-31,58763.26,63464.32,EUR,Disputed,SAP - Professional Services,2025-08-01,SAP Corporation,63464.32
2025-08,ENT102,AP050185,Microsoft Corporation,2025-08-30,2025-09-29,62608.62,79512.94,GBP,Paid,Microsoft - Professional Services,2025-08-30,Microsoft Corporation,79500.0
2025-08,ENT101,AP050186,Oracle Corporation,2025-08-20,2025-09-19,81183.54,87678.22,EUR,Outstanding,Oracle - Professional Services,2025-08-20,Oracle Corporation,87678.22
2025-08,ENT102,AP050187,Oracle Corporation,2025-08-20,2025-09-19,28809.55,36588.12,GBP,Disputed,Oracle - Professional Services,2025-08-20,Oracle Corporation,36588.12
2025-08,ENT102,AP050188,Amazon Corporation,2025-08-21,2025-09-20,14230.57,18072.83,GBP,Disputed,Amazon - Professional Services,2025-08-21,Amazon Corporation,18072.83
2025-08,ENT102,AP050189,Microsoft Corporation,2025-08-10,2025-09-09,79918.0,101495.85,GBP,Outstanding,Microsoft - Professional Services,2025-08-10,Microsoft Corporation,101495.85
2025-08,ENT102,AP050190,Adobe Corporation,2025-08-24,2025-09-23,17484.12,22204.83,GBP,Paid,Adobe - Professional Services,2025-08-24,Adobe Corporation,22204.83
2025-08,ENT101,AP050191,IBM Corporation,2025-08-06,2025-09-05,24075.51,26001.55,EUR,Disputed,IBM - Professional Services,2025-08-06,IBM Corporation,26001.55
2025-08,ENT101,AP050192,SAP Corporation,2025-08-27,2025-09-26,20631.72,22282.26,EUR,Paid,SAP - Professional Services,2025-08-27,SAP Corporation,22282.26
2025-08,ENT101,AP050193,Adobe Corporation,2025-08-26,2025-09-25,15941.12,17216.41,EUR,Outstanding,Adobe - Professional Services,2025-08-26,Adobe Corporation,17200.0
2025-08,ENT100,AP050194,Immediate Services LLC,2025-08-28,2025-09-27,69250.75,82828.50855012093,USD,Disputed,Oracle - Professional Services,2025-08-28,Immediate Services LLC,82828.50855012093
2025-08,ENT101,AP050195,Adobe Corporation,2025-08-03,2025-09-02,80114.79,86523.97,EUR,Outstanding,Adobe - Professional Services,2025-08-03,Adobe Corporation,86523.97
2025-08,ENT101,AP050196,Google Corporation,2025-08-15,2025-09-14,40015.64,43216.89,EUR,Disputed,Google - Professional Services,2025-08-15,Google Corporation,43216.89
2025-08,ENT102,AP050197,SAP Corporation,2025-08-19,2025-09-18,41197.42,52320.73,GBP,Disputed,SAP - Professional Services,2025-08-19,SAP Corporation,52320.73
2025-08,ENT101,AP050198,Google Corporation,2025-08-22,2025-09-21,27213.08,29390.13,EUR,Outstanding,Google - Professional Services,2025-08-22,Google Corporation,29390.13
2025-08,ENT102,AP050199,Adobe Corporation,2025-08-30,2025-09-29,62957.81,79956.42,GBP,Disputed,Adobe - Professional Services,2025-08-30,Adobe Corporation,79956.42
2025-08,ENT100,AP050200,Cisco Corporation,2025-08-30,2025-09-29,71602.33,71602.33,USD,Disputed,Cisco - Professional Services,2025-08-30,Cisco Corporation,71602.33
2025-08,ENT101,AP050201,Google Corporation,2025-08-05,2025-09-04,9307.95,10052.58,EUR,Outstanding,Google - Professional Services,2025-08-05,Google Corporation,10052.58
2025-08,ENT101,AP050202,Cisco Corporation,2025-08-04,2025-09-03,14233.24,15371.9,EUR,Disputed,Cisco - Professional Services,2025-08-04,Cisco Corporation,15371.9
2025-08,ENT100,AP050203,IBM Corporation,2025-08-15,2025-09-14,40246.09,10000,USD,Disputed,IBM - Professional Services,2025-08-15,IBM Corporation,10000
2025-08,ENT102,AP050204,IBM Corporation,2025-08-19,2025-09-18,75515.56,95904.76,GBP,Outstanding,IBM - Professional Services,2025-08-19,IBM Corporation,95904.76
2025-08,ENT101,AP050205,Google Corporation,2025-08-27,2025-09-26,51487.97,55607.01,EUR,Paid,Google - Professional Services,2025-08-27,Google Corporation,55607.01
2025-08,ENT101,AP050206,Microsoft Corporation,2025-08-23,2025-09-22,40200.35,43416.37,EUR,Paid,Microsoft - Professional Services,2025-08-23,Microsoft Corporation,43416.37
2025-08,ENT101,AP050207,Oracle Corporation,2025-08-28,2025-09-27,39455.17,42611.59,EUR,Disputed,Oracle - Professional Services,2025-08-28,Oracle Corporation,42611.59
2025-08,ENT101,AP050208,Adobe Corporation,2025-08-02,2025-09-01,42823.27,46249.13,EUR,Outstanding,Adobe - Professional Services,2025-08-02,Adobe Corporation,46249.13
2025-08,ENT100,AP050209,Cisco Corporation,2025-08-03,2025-09-02,67963.03,67963.03,USD,Disputed,Cisco - Professional Services,2025-08-03,Cisco Corporation,67963.03
2025-08,ENT102,AP050210,Microsoft Corporation,2025-08-02,2025-09-01,79745.49,101276.77,GBP,Outstanding,Microsoft - Professional Services,2025-08-02,Microsoft Corporation,101276.77
2025-08,ENT100,AP050211,Oracle Corporation,2025-08-03,2025-09-02,83832.69,83832.69,USD,Disputed,Oracle - Professional Services,2025-08-03,Oracle Corporation,83832.69
2025-08,ENT100,AP050212,Oracle Corporation,2025-08-27,2025-09-26,87621.07,87621.07,USD,Paid,Oracle - Professional Services,2025-08-27,Oracle Corporation,87621.07
2025-08,ENT100,AP050213,Microsoft Corporation,2025-08-09,2025-09-08,86548.58,86548.58,USD,Outstanding,Microsoft - Professional Services,2025-08-09,Microsoft Corporation,86548.58
2025-08,ENT100,AP050214,SAP Corporation,2025-08-26,2025-09-25,21577.23,21577.23,USD,Disputed,SAP - Professional Services,2025-08-26,SAP Corporation,21577.23
2025-08,ENT100,AP050215,Amazon Corporation,2025-08-01,2025-08-31,39033.02,39033.02,USD,Outstanding,Amazon - Professional Services,2025-08-01,Amazon Corporation,39033.02
2025-08,ENT102,AP050216,Adobe Corporation,2025-08-01,2025-08-31,21553.39,27372.8,GBP,Outstanding,Adobe - Professional Services,2025-08-01,Adobe Corporation,27400.0
2025-08,ENT100,AP050217,IBM Corporation,2025-08-17,2025-09-16,15796.68,10000,USD,Outstanding,IBM - Professional Services,2025-08-17,IBM Corporation,10000
2025-08,ENT101,AP050218,Cisco Corporation,2025-08-25,2025-09-24,39393.7,42545.2,EUR,Disputed,Cisco - Professional Services,2025-08-25,Cisco Corporation,42545.2
2025-08,ENT100,AP050219,Cisco Corporation,2025-08-17,2025-09-16,26047.23,26047.23,USD,Disputed,Cisco - Professional Services,2025-08-17,Cisco Corporation,26047.23
2025-08,ENT100,AP050220,SAP Corporation,2025-08-15,2025-09-14,66117.36,66117.36,USD,Outstanding,SAP - Professional Services,2025-08-15,SAP Corporation,66117.36
2025-08,ENT100,AP050221,Cisco Corporation,2025-08-28,2025-09-27,43153.64,43153.64,USD,Disputed,Cisco - Professional Services,2025-08-28,Cisco Corporation,43153.64
2025-08,ENT100,AP050222,Cisco Corporation,2025-08-30,2025-09-22,91421.58,91421.58,USD,Outstanding,Cisco - Professional Services,2025-08-30,Cisco Corporation,91421.58
2025-08,ENT100,AP050223,Adobe Corporation,2025-08-20,2025-09-19,19091.71,19091.71,USD,Outstanding,Adobe - Professional Services,2025-08-20,Adobe Corporation,19091.71
2025-08,ENT101,AP050224,Adobe Corporation,2025-08-13,2025-09-12,99489.64,25000,EUR,Disputed,Adobe - Professional Services,2025-08-13,Adobe Corporation,25000
2025-08,ENT101,AP050225,Cisco Corporation,2025-08-17,2025-09-16,62515.55,67516.79,EUR,Outstanding,Cisco - Professional Services,2025-08-17,Cisco Corporation,67516.79
2025-08,ENT102,AP050226,Google Corporation,2025-08-28,2025-09-27,67197.73,85341.12,GBP,Disputed,Google - Professional Services,2025-08-28,Google Corporation,85341.12
2025-08,ENT102,AP050227,Oracle Corporation,2025-08-14,2025-09-13,47897.72,60830.1,GBP,Outstanding,Oracle - Professional Services,2025-08-14,Oracle Corporation,60830.1
2025-08,ENT101,AP050228,Adobe Corporation,2025-08-27,2025-09-26,48082.4,51928.99,EUR,Paid,Adobe - Professional Services,2025-08-27,Adobe Corporation,51928.99
2025-08,ENT102,AP050229,Google Corporation,2025-08-11,2025-09-10,45542.58,57839.08,GBP,Disputed,Google - Professional Services,2025-08-11,Google Corporation,57839.08
2025-08,ENT101,AP050230,Adobe Corporation,2025-08-31,2025-09-30,19500.7,21060.75,EUR,Paid,Adobe - Professional Services,2025-08-31,Adobe Corporation,21060.75
2025-08,ENT100,AP050231,Google Corporation,2025-08-27,2025-09-26,13109.61,13109.61,USD,Paid,Google - Professional Services,2025-08-27,Google Corporation,13109.61
2025-08,ENT100,AP050232,Adobe Corporation,2025-08-26,2025-09-25,17360.97,17360.97,USD,Outstanding,Adobe - Professional Services,2025-08-26,Adobe Corporation,17360.97
2025-08,ENT102,AP050233,Adobe Corporation,2025-08-22,2025-09-21,16611.97,21097.2,GBP,Paid,Adobe - Professional Services,2025-08-22,Adobe Corporation,21097.2
2025-08,ENT102,AP050234,IBM Corporation,2025-08-28,2025-09-27,92005.15,116846.54,GBP,Outstanding,IBM - Professional Services,2025-08-28,IBM Corporation,116846.54
2025-08,ENT101,AP050235,SAP Corporation,2025-08-12,2025-09-11,14842.05,16029.42,EUR,Disputed,SAP - Professional Services,2025-08-12,SAP Corporation,16000.0
2025-08,ENT100,AP050236,Amazon Corporation,2025-08-22,2025-09-21,50807.99,50807.99,USD,Outstanding,Amazon - Professional Services,2025-08-22,Amazon Corporation,50807.99
2025-08,ENT101,AP050237,Adobe Corporation,2025-08-04,2025-09-03,77447.54,83643.34,EUR,Disputed,Adobe - Professional Services,2025-08-04,Adobe Corporation,83643.34
2025-08,ENT100,AP050238,IBM Corporation,2025-08-28,2025-09-27,58291.74,58291.74,USD,Disputed,IBM - Professional Services,2025-08-28,IBM Corporation,58291.74
2025-08,ENT102,AP050239,Microsoft Corporation,2025-08-20,2025-09-19,93263.01,118444.02,GBP,Disputed,Microsoft - Professional Services,2025-08-20,Microsoft Corporation,118444.02
2025-08,ENT101,AP050240,Microsoft Corporation,2025-08-06,2025-09-05,30960.69,33437.54,EUR,Paid,Microsoft - Professional Services,2025-08-06,Microsoft Corporation,33437.54
2025-08,ENT101,AP050241,Adobe Corporation,2025-08-01,2025-08-31,22233.53,24012.21,EUR,Outstanding,Adobe - Professional Services,2025-08-01,Adobe Corporation,24012.21
2025-08,ENT102,AP050242,IBM Corporation,2025-08-03,2025-09-02,18478.09,23467.18,GBP,Disputed,IBM - Professional Services,2025-08-03,IBM Corporation,23467.18
2025-08,ENT100,AP050243,Google Corporation,2025-08-24,2025-09-23,55395.86,55395.86,USD,Paid,Google - Professional Services,2025-08-24,Google Corporation,55395.86
2025-08,ENT101,AP050244,Cisco Corporation,2025-08-11,2025-09-10,19953.88,21550.19,EUR,Paid,Cisco - Professional Services,2025-08-11,Cisco Corporation,21550.19
2025-08,ENT102,AP050245,Adobe Corporation,2025-08-25,2025-09-24,94433.71,119930.81,GBP,Disputed,Adobe - Professional Services,2025-08-25,Adobe Corporation,119930.81
2025-08,ENT100,AP050246,Microsoft Corporation,2025-08-05,2025-09-04,19953.94,19953.94,USD,Disputed,Microsoft - Professional Services,2025-08-05,Microsoft Corporation,19953.94
2025-08,ENT100,AP050247,Google Corporation,2025-08-09,2025-09-08,47095.73,47095.73,USD,Paid,Google - Professional Services,2025-08-09,Google Corporation,47095.73
2025-08,ENT101,AP050248,Swift Solutions Corp,2025-08-14,2025-09-13,30950.85,92035.71923879306,EUR,Disputed,Cisco - Professional Services,2025-08-14,Swift Solutions Corp,92035.71923879306
2025-08,ENT100,AP050249,Adobe Corporation,2025-08-14,2025-09-13,15534.53,15534.53,USD,Disputed,Adobe - Professional Services,2025-08-14,Adobe Corporation,15534.53
2025-08,ENT102,AP050250,Cisco Corporation,2025-08-17,2025-09-16,68377.59,86839.54,GBP,Outstanding,Cisco - Professional Services,2025-08-17,Cisco Corporation,86839.54
2025-08,ENT100,AP050251,IBM Corporation,2025-08-20,2025-09-19,10204.29,10204.29,USD,Outstanding,IBM - Professional Services,2025-08-20,IBM Corporation,10204.29
2025-08,ENT101,AP050252,Oracle Corporation,2025-08-25,2025-09-24,18037.31,100000,EUR,Paid,Oracle - Professional Services,2025-08-25,Oracle Corporation,100000
2025-08,ENT101,AP050253,Adobe Corporation,2025-08-04,2025-09-03,5734.34,6193.09,EUR,Disputed,Adobe - Professional Services,2025-08-04,Adobe Corporation,6193.09
2025-08,ENT101,AP050254,Amazon Corporation,2025-08-05,2025-09-04,41119.71,44409.28,EUR,Disputed,Amazon - Professional Services,2025-08-05,Amazon Corporation,44409.28
2025-08,ENT100,AP050255,Adobe Corporation,2025-08-03,2025-09-02,42721.76,42721.76,USD,Disputed,Adobe - Professional Services,2025-08-03,Adobe Corporation,42721.76
2025-08,ENT100,AP050256,IBM Corporation,2025-08-01,2025-08-31,48676.65,48676.65,USD,Outstanding,IBM - Professional Services,2025-08-01,IBM Corporation,48676.65
2025-08,ENT101,AP050257,IBM Corporation,2025-08-19,2025-09-18,43420.17,10000,EUR,Disputed,IBM - Professional Services,2025-08-19,IBM Corporation,10000
2025-08,ENT101,AP050258,SAP Corporation,2025-08-04,2025-09-03,43478.07,46956.31,EUR,Paid,SAP - Professional Services,2025-08-04,SAP Corporation,46956.31
2025-08,ENT100,AP050259,Cisco Corporation,2025-08-27,2025-09-26,70512.95,70512.95,USD,Paid,Cisco - Professional Services,2025-08-27,Cisco Corporation,70512.95
2025-08,ENT100,AP050260,IBM Corporation,2025-08-28,2025-09-27,15057.0,15057.0,USD,Paid,IBM - Professional Services,2025-08-28,IBM Corporation,15057.0
2025-08,ENT102,AP050261,IBM Corporation,2025-08-17,2025-09-16,12471.47,15838.77,GBP,Paid,IBM - Professional Services,2025-08-17,IBM Corporation,15838.77
2025-08,ENT102,AP050262,Adobe Corporation,2025-08-08,2025-09-07,36641.52,46534.73,GBP,Outstanding,Adobe - Professional Services,2025-08-08,Adobe Corporation,46534.73
2025-08,ENT100,AP050263,Google Corporation,2025-08-17,2025-09-16,53445.45,53445.45,USD,Paid,Google - Professional Services,2025-08-17,Google Corporation,53445.45
2025-08,ENT101,AP050264,Amazon Corporation,2025-08-08,2025-09-07,14766.43,15947.74,EUR,Paid,Amazon - Professional Services,2025-08-08,Amazon Corporation,15947.74
2025-08,ENT100,AP050265,Amazon Corporation,2025-08-20,2025-09-19,19522.63,19522.63,USD,Disputed,Amazon - Professional Services,2025-08-20,Amazon Corporation,19522.63
2025-08,ENT100,AP050266,Amazon Corporation,2025-08-31,2025-09-30,78420.57,78420.57,USD,Paid,Amazon - Professional Services,2025-08-31,Amazon Corporation,78420.57
2025-08,ENT101,AP050267,Cisco Corporation,2025-08-22,2025-09-21,92794.65,100218.23,EUR,Disputed,Cisco - Professional Services,2025-08-22,Cisco Corporation,100218.23
2025-08,ENT102,AP050268,Adobe Corporation,2025-08-28,2025-09-27,97242.44,123497.9,GBP,Paid,Adobe - Professional Services,2025-08-28,Adobe Corporation,123497.9
2025-08,ENT100,AP050269,Cisco Corporation,2025-08-03,2025-09-02,49547.5,25000,USD,Disputed,Cisco - Professional Services,2025-08-03,Cisco Corporation,25000
2025-08,ENT101,AP050270,SAP Corporation,2025-08-19,2025-09-18,10336.35,11163.26,EUR,Disputed,SAP - Professional Services,2025-08-19,SAP Corporation,11163.26
2025-08,ENT100,AP050271,SAP Corporation,2025-08-15,2025-09-14,47931.82,75000,USD,Outstanding,SAP - Professional Services,2025-08-15,SAP Corporation,75000
2025-08,ENT101,AP050272,SAP Corporation,2025-08-03,2025-09-02,66243.31,71542.78,EUR,Outstanding,SAP - Professional Services,2025-08-03,SAP Corporation,71542.78
2025-08,ENT102,AP050273,IBM Corporation,2025-08-15,2025-09-14,60131.29,10000,GBP,Disputed,IBM - Professional Services,2025-08-15,IBM Corporation,10000
2025-08,ENT100,AP050274,Cisco Corporation,2025-08-30,2025-09-29,81932.51,81932.51,USD,Disputed,Cisco - Professional Services,2025-08-30,Cisco Corporation,81900.0
2025-08,ENT100,AP050275,Adobe Corporation,2025-08-20,2025-09-19,50184.76,50184.76,USD,Outstanding,Adobe - Professional Services,2025-08-20,Adobe Corporation,50184.76
2025-08,ENT100,AP050276,Cisco Corporation,2025-08-04,2025-09-03,82041.85,82041.85,USD,Paid,Cisco - Professional Services,2025-08-04,Cisco Corporation,82041.85
2025-08,ENT102,AP050277,Google Corporation,2025-08-17,2025-09-16,66382.07,84305.23,GBP,Outstanding,Google - Professional Services,2025-08-17,Google Corporation,84305.23
2025-08,ENT100,AP050278,Cisco Corporation,2025-08-15,2025-09-14,54786.51,54786.51,USD,Disputed,Cisco - Professional Services,2025-08-15,Cisco Corporation,54786.51
2025-08,ENT100,AP050279,Adobe Corporation,2025-08-12,2025-09-11,92203.99,92203.99,USD,Paid,Adobe - Professional Services,2025-08-12,Adobe Corporation,92203.99
2025-08,ENT101,AP050280,Adobe Corporation,2025-08-22,2025-09-21,61799.16,66743.09,EUR,Disputed,Adobe - Professional Services,2025-08-22,Adobe Corporation,66743.09
2025-08,ENT102,AP050281,Adobe Corporation,2025-08-03,2025-09-02,36320.62,46127.19,GBP,Disputed,Adobe - Professional Services,2025-08-03,Adobe Corporation,46127.19
2025-08,ENT102,AP050282,IBM Corporation,2025-08-10,2025-09-09,28939.6,36753.29,GBP,Disputed,IBM - Professional Services,2025-08-10,IBM Corporation,36800.0
2025-08,ENT102,AP050283,Amazon Corporation,2025-08-11,2025-09-10,12742.69,16183.21,GBP,Disputed,Amazon - Professional Services,2025-08-11,Amazon Corporation,16183.21
2025-08,ENT100,AP050284,Adobe Corporation,2025-08-10,2025-09-09,96931.17,96931.17,USD,Disputed,Adobe - Professional Services,2025-08-10,Adobe Corporation,96931.17
2025-08,ENT102,AP050285,IBM Corporation,2025-08-05,2025-09-04,61528.92,78141.72,GBP,Outstanding,IBM - Professional Services,2025-08-05,IBM Corporation,78141.72
2025-08,ENT101,AP050286,IBM Corporation,2025-08-21,2025-09-20,80207.89,86624.52,EUR,Outstanding,IBM - Professional Services,2025-08-21,IBM Corporation,86624.52
2025-08,ENT102,AP050287,Google Corporation,2025-08-21,2025-09-20,68693.32,87240.52,GBP,Disputed,Google - Professional Services,2025-08-21,Google Corporation,87240.52
2025-08,ENT101,AP050288,Microsoft Corporation,2025-08-12,2025-09-11,34342.28,37089.66,EUR,Outstanding,Microsoft - Professional Services,2025-08-12,Microsoft Corporation,37089.66
2025-08,ENT101,AP050289,Cisco Corporation,2025-08-07,2025-09-06,26521.59,28643.32,EUR,Outstanding,Cisco - Professional Services,2025-08-07,Cisco Corporation,28643.32
2025-08,ENT100,AP050290,Google Corporation,2025-08-10,2025-09-09,85220.7,85220.7,USD,Outstanding,Google - Professional Services,2025-08-10,Google Corporation,85220.7
2025-08,ENT102,AP050291,Microsoft Corporation,2025-08-22,2025-09-21,36992.62,46980.62,GBP,Disputed,Microsoft - Professional Services,2025-08-22,Microsoft Corporation,46980.62
2025-08,ENT100,AP050292,IBM Corporation,2025-08-05,2025-09-04,20413.49,20413.49,USD,Disputed,IBM - Professional Services,2025-08-05,IBM Corporation,20413.49
2025-08,ENT102,AP050293,Amazon Corporation,2025-08-24,2025-09-23,46578.97,59155.3,GBP,Paid,Amazon - Professional Services,2025-08-24,Amazon Corporation,59155.3
2025-08,ENT101,AP050294,Oracle Corporation,2025-08-15,2025-09-14,63006.57,68047.09,EUR,Disputed,Oracle - Professional Services,2025-08-15,Oracle Corporation,68047.09
2025-08,ENT101,AP050295,Oracle Corporation,2025-08-18,2025-09-17,27721.01,29938.69,EUR,Paid,Oracle - Professional Services,2025-08-18,Oracle Corporation,29900.0
2025-08,ENT100,AP050296,Adobe Corporation,2025-08-22,2025-09-21,94977.37,94977.37,USD,Paid,Adobe - Professional Services,2025-08-22,Adobe Corporation,94977.37
2025-08,ENT101,AP050297,SAP Corporation,2025-08-25,2025-09-24,41277.88,44580.11,EUR,Disputed,SAP - Professional Services,2025-08-25,SAP Corporation,44580.11
2025-08,ENT101,AP050298,Amazon Corporation,2025-08-27,2025-09-26,23971.28,25888.99,EUR,Disputed,Amazon - Professional Services,2025-08-27,Amazon Corporation,25888.99
2025-08,ENT100,AP050299,SAP Corporation,2025-08-02,2025-09-01,65912.01,65912.01,USD,Paid,SAP - Professional Services,2025-08-02,SAP Corporation,65912.01
2025-08,ENT102,AP050300,Google Corporation,2025-08-23,2025-09-22,85359.77,100000,GBP,Outstanding,Google - Professional Services,2025-08-23,Google Corporation,100000
2025-08,ENT101,AP050301,Google Corporation,2025-08-25,2025-09-24,20229.67,21848.05,EUR,Paid,Google - Professional Services,2025-08-25,Google Corporation,21848.05
2025-08,ENT102,AP050302,Amazon Corporation,2025-08-27,2025-09-26,46559.89,59131.06,GBP,Outstanding,Amazon - Professional Services,2025-08-27,Amazon Corporation,59131.06
2025-08,ENT101,AP050303,Adobe Corporation,2025-08-02,2025-09-29,7533.67,8136.36,EUR,Outstanding,Adobe - Professional Services,2025-08-02,Adobe Corporation,8136.36
2025-08,ENT101,AP050304,Adobe Corporation,2025-08-08,2025-09-07,41685.78,45020.64,EUR,Outstanding,Adobe - Professional Services,2025-08-08,Adobe Corporation,45020.64
2025-08,ENT101,AP050305,Oracle Corporation,2025-08-01,2025-08-31,35275.06,10000,EUR,Outstanding,Oracle - Professional Services,2025-08-01,Oracle Corporation,10000
2025-08,ENT102,AP050306,Adobe Corporation,2025-08-26,2025-09-25,18874.68,23970.85,GBP,Outstanding,Adobe - Professional Services,2025-08-26,Adobe Corporation,23970.85
2025-08,ENT101,AP050307,Cisco Corporation,2025-08-23,2025-09-22,83955.5,90671.94,EUR,Disputed,Cisco - Professional Services,2025-08-23,Cisco Corporation,90671.94
2025-08,ENT101,AP050308,Cisco Corporation,2025-08-20,2025-09-19,5498.86,5938.77,EUR,Outstanding,Cisco - Professional Services,2025-08-20,Cisco Corporation,5938.77
2025-08,ENT100,AP050309,SAP Corporation,2025-08-07,2025-09-06,84321.49,84321.49,USD,Disputed,SAP - Professional Services,2025-08-07,SAP Corporation,84300.0
2025-08,ENT102,AP050310,IBM Corporation,2025-08-04,2025-09-03,78736.4,99995.23,GBP,Outstanding,IBM - Professional Services,2025-08-04,IBM Corporation,99995.23
2025-08,ENT101,AP050311,Google Corporation,2025-08-02,2025-09-01,27651.75,29863.89,EUR,Disputed,Google - Professional Services,2025-08-02,Google Corporation,29863.89
2025-08,ENT102,AP050312,Cisco Corporation,2025-08-03,2025-09-02,15531.5,19725.01,GBP,Paid,Cisco - Professional Services,2025-08-03,Cisco Corporation,19725.01
2025-08,ENT102,AP050313,Microsoft Corporation,2025-08-21,2025-09-20,53960.69,68530.08,GBP,Outstanding,Microsoft - Professional Services,2025-08-21,Microsoft Corporation,68530.08
2025-08,ENT102,AP050314,Amazon Corporation,2025-08-10,2025-09-09,45777.69,100000,GBP,Disputed,Amazon - Professional Services,2025-08-10,Amazon Corporation,100000
2025-08,ENT101,AP050315,Oracle Corporation,2025-08-19,2025-09-18,44573.92,48139.84,EUR,Disputed,Oracle - Professional Services,2025-08-19,Oracle Corporation,48139.84
2025-08,ENT102,AP050316,Google Corporation,2025-08-17,2025-09-16,97592.18,123942.06,GBP,Outstanding,Google - Professional Services,2025-08-17,Google Corporation,123900.0
